,Name,Platform,User_Scoree
7256,Tom Clancy's Splinter Cell Pandora Tomorrow,GC,8.1
7257,Hitman: Contracts,XB,8.8
7258,Street Fighter Anniversary Collection,PS2,8.7
7259,Hearts of Iron: Platinum,PC,7.3
7260,Joint Operations: Escalation,PC,7.9
7261,ATV Offroad Fury 3,PS2,8.4
7262,NFL Street 2,XB,6.6
7263,Alien Hominid,PS2,8.3
7264,Boktai 2: Solar Boy Django,GBA,8
7265,ESPN Major League Baseball,XB,8.3
7266,NCAA March Madness 2005,PS2,8.3
7267,Galactic Civilizations: Altarian Prophecy,PC,6.9
7268,NFL Street 2,GC,7.6
7269,Dance Dance Revolution Extreme,PS2,8.5
7270,NHL 2005,XB,6.2
7271,Hamtaro: Ham-Ham Games,GBA,8.3
7272,Soldiers: Heroes of World War II,PC,8.3
7273,Mega Man Zero 3,GBA,8.2
7274,Arena Wars,PC,7.7
7275,MLB SlugFest: Loaded,XB,tbd
7276,Taiko Drum Master,PS2,8.1
7277,The Suffering,XB,8.8
7278,Baldur's Gate: Dark Alliance II,XB,7.7
7279,Need for Speed Underground 2,XB,8.7
7280,FIFA Soccer 2005,PC,6.6
7281,MTX Mototrax,PS2,8.1
7282,Second Sight,GC,8.3
7283,NHL Eastside Hockey Manager,PC,6.9
7284,Final Fantasy XI: Chains of Promathia,PS2,8.2
7285,F-Zero GP Legend,GBA,8.2
7286,MLB SlugFest: Loaded,PS2,7.8
7287,The Suffering,PS2,8.8
7288,NFL Street 2,PS2,8.8
7289,Perimeter,PC,7.6
7290,Star Wars Galaxies: Jump to Lightspeed,PC,6.5
7291,Shining Force: Resurrection of the Dark Dragon,GBA,8.9
7292,Law & Order: Justice Is Served,PC,7.5
7293,Disney's Kim Possible 2: Drakken's Demise,GBA,8.7
7294,Dragon Ball Z: Budokai 3,PS2,8.8
7295,Pool Paradise,PS2,tbd
7296,Karaoke Revolution Volume 2,PS2,7
7297,Pool Paradise,GC,tbd
7298,CT Special Forces 2: Back in the Trenches,GBA,8.5
7299,Vegas Tycoon,PC,7.4
7300,Star Wars: Battlefront,PC,8.4
7301,Silent Hill 4: The Room,XB,8.1
7302,Pacific Fighters,PC,7.5
7303,Second Sight,PS2,8.1
7304,UEFA Euro 2004: Portugal,PC,6.5
7305,Call of Duty: Finest Hour,PS2,7.6
7306,Donkey Konga,GC,8
7307,Metal Slug 3,XB,5.1
7308,Kingdom Hearts: Chain of Memories,GBA,8.8
7309,Baldur's Gate: Dark Alliance,GBA,7.1
7310,"WarioWare, Inc.: Mega Party Game$!",GC,8.3
7311,The Bard's Tale,PS2,7.9
7312,Silent Hill 4: The Room,PS2,7.8
7313,UEFA Euro 2004: Portugal,PS2,6.4
7314,NHL 2005,GC,5.6
7315,"The Lord of the Rings, The Third Age",XB,7.1
7316,Second Sight,XB,8
7317,NHL 2005,PS2,8.3
7318,Port Royale 2,PC,7.7
7319,Sabre Wulf,GBA,8
7320,MTX Mototrax,PC,7.4
7321,Evil Genius,PC,8.3
7322,Painkiller: Battle out of Hell,PC,7.7
7323,Manhunt,PC,7.7
7324,Crimson Sea 2,PS2,8.1
7325,Feel the Magic: XY/XX,DS,8.2
7326,Immortal Cities: Children of the Nile,PC,7.6
7327,River City Ransom EX,GBA,8.6
7328,Front Mission 4,PS2,8.7
7329,All-Star Baseball 2005,XB,8.8
7330,Blitzkrieg: Burning Horizon,PC,7.7
7331,Transformers,PS2,8.6
7332,The Bard's Tale,XB,7.5
7333,Sonic Mega Collection Plus,XB,7.9
7334,Tak 2: The Staff of Dreams,GC,8.8
7335,Missing: Since January,PC,7.2
7336,Greg Hastings' Tournament Paintball,XB,8.9
7337,The SpongeBob SquarePants Movie,XB,8.3
7338,Midway Arcade Treasures 2,GC,7.3
7339,Hitman: Contracts,PC,7.6
7340,SpellForce: The Order of Dawn,PC,7.7
7341,Smash Court Tennis Pro Tournament 2,PS2,8.5
7342,Midway Arcade Treasures 2,PS2,tbd
7343,Bad Mojo: Redux,PC,7
7344,Worms 3D,PC,7.1
7345,Massive Assault Network,PC,4.3
7346,Ultra Bust-A-Move,XB,tbd
7347,Classic NES Series: Castlevania,GBA,8.7
7348,Manhunt,XB,8
7349,Midway Arcade Treasures 2,XB,7.5
7350,The Lord of the Rings: The Third Age,GC,7.8
7351,UEFA Euro 2004: Portugal,XB,8.1
7352,Shining Soul II,GBA,8.3
7353,Romance of the Three Kingdoms IX,PS2,8.9
7354,World Rally Championship,PS2,8.7
7355,Baseball Advance,GBA,7.8
7356,Sega Soccer Slam,XB,8.5
7357,World of Outlaws: Sprint Cars 2002,PS2,8.3
7358,The Pinball of the Dead,GBA,tbd
7359,Hunter: The Reckoning,XB,8.4
7360,Baldur's Gate: Dark Alliance,GC,7.6
7361,NHL 2003,GC,8.3
7362,Mortal Kombat: Deadly Alliance,PS2,8.7
7363,Spider-Man: The Movie,XB,7.5
7364,Dynasty Tactics,PS2,8.1
7365,MLB Slugfest 20-03,XB,7.8
7366,Tekken 4,PS2,8.2
7367,Twisted Metal: Black Online,PS2,7.1
7368,Smuggler's Run: Warzones,GC,6.9
7369,Deadly Dozen: Pacific Theater,PC,7
7370,Buffy the Vampire Slayer,XB,8
7371,Robot Alchemic Drive,PS2,8.2
7372,NHL 2003,PS2,6.8
7373,The Sims: Unleashed,PC,7.6
7374,All-Star Baseball 2003,XB,8.1
7375,Trainz,PC,7.2
7376,The Lord of the Rings: The Two Towers,XB,8.2
7377,Lunar Legend,GBA,7.8
7378,2002 FIFA World Cup,XB,7.8
7379,Uncommon Valor: Campaign for the South Pacific,PC,7.6
7380,Deathrow,XB,8.2
7381,Global Operations,PC,7.9
7382,Dave Mirra Freestyle BMX 3,GBA,tbd
7383,Contra: Shattered Soldier,PS2,6.7
7384,Freekstyle,GC,8.5
7385,Rez,PS2,8.2
7386,The Thing,PS2,7.3
7387,Knockout Kings 2003,GC,6.8
7388,Duke Nukem: Manhattan Project,PC,7.7
7389,Konami Collector's Series: Arcade Advanced,GBA,tbd
7390,Shox,PS2,tbd
7391,Super Ghouls 'n Ghosts,GBA,7.3
7392,The Thing,XB,6.9
7393,Tropico: Paradise Island,PC,8
7394,Wild Arms 3,PS2,8.4
7395,Arc the Lad Collection,PS,8.8
7396,Crimson Sea,XB,8.2
7397,2002 FIFA World Cup,GC,7.7
7398,Knockout Kings 2002,XB,7.9
7399,James Bond 007: NightFire,XB,7.8
7400,Burnout,GC,8
7401,Drakan: The Ancients' Gates,PS2,9
7402,Star Trek: Starfleet Command III,PC,7.5
7403,Splashdown,XB,tbd
7404,Star Wars: Jedi Starfighter,XB,4.8
7405,MLB 2003,PS,7.9
7406,Stronghold: Crusader,PC,8.8
7407,Austerlitz: Napoleon's Greatest Victory,PC,6.3
7408,Dropship: United Peace Force,PS2,8.6
7409,MotoGP 2,PS2,7.8
7410,Crash Bandicoot: The Huge Adventure,GBA,7.9
7411,Arx Fatalis,PC,8.3
7412,Geoff Crammond's Grand Prix 4,PC,8.7
7413,Emperor: Rise of the Middle Kingdom,PC,7.7
7414,NFL Blitz 20-02,GC,tbd
7415,James Bond 007: NightFire,PS2,8.5
7416,Harry Potter and the Chamber of Secrets,XB,7.5
7417,Operation Flashpoint: Resistance,PC,8.7
7418,World Tour Soccer 2002,PS2,7.5
7419,Car Battler Joe,GBA,tbd
7420,Fatal Frame,XB,8.6
7421,Kelly Slater's Pro Surfer,PS2,8.8
7422,NFL Blitz 20-02,XB,tbd
7423,Harry Potter and the Chamber of Secrets,GC,8.2
7424,MoonBase Commander,PC,6.9
7425,GT Advance 2: Rally Racing,GBA,6.2
7426,The Thing,PC,7.6
7427,Harry Potter and the Chamber of Secrets,PC,8.6
7428,RalliSport Challenge,PC,6.6
7429,Mech Platoon,GBA,tbd
7430,Doom II,GBA,8.6
7431,Dead to Rights,GC,8.7
7432,MLB Slugfest 20-03,PS2,8.2
7433,Tom Clancy's Rainbow Six: Rogue Spear,GBA,tbd
7434,NBA Inside Drive 2002,XB,7.8
7435,Spider-Man: The Movie,GC,7.2
7436,Blood Omen 2,XB,8.9
7437,Knockout Kings 2002,PS2,8.1
7438,Combat Command 2: Desert Rats,PC,tbd
7439,Spider-Man: The Movie,PS2,7.7
7440,Mat Hoffman's Pro BMX 2,PS2,8.3
7441,TransWorld Surf,PS2,8.5
7442,Spyro 2: Season of Flame,GBA,7.6
7443,Phantasy Star Collection,GBA,8.4
7444,Beach Spikers: Virtua Beach Volleyball,GC,8.4
7445,Marvel vs. Capcom 2,PS2,8.8
7446,NFL Blitz 20-02,PS2,8.9
7447,Harry Potter and the Chamber of Secrets,GBA,8.4
7448,Summoner 2,PS2,8.4
7449,MX Superfly,PS2,8
7450,Star Wars: Super Bombad Racing,PS2,4.9
7451,Phalanx,GBA,tbd
7452,World War III: Black Gold,PC,6.5
7453,Madden NFL 2002,PC,6.8
7454,Half-Life: Blue Shift,PC,8.2
7455,Blood Wake,XB,7.6
7456,Dark Summit,XB,tbd
7457,Dr. Mario 64,N64,7.9
7458,Rampage Puzzle Attack,GBA,tbd
7459,Fate of the Dragon,PC,6.9
7460,Mat Hoffman's Pro BMX,GBA,tbd
7461,BloodRayne,XB,7.5
7462,MX Superfly,GC,7
7463,Serious Sam,XB,8.2
7464,Mat Hoffman's Pro BMX 2,XB,tbd
7465,Atari Anniversary Advance,GBA,tbd
7466,Gallop Racer 2001,PS2,8.7
7467,Wizardry: Tale of the Forsaken Land,PS2,7.9
7468,NBA Live 2002,PS2,7.4
7469,Giga Wing 2,DC,8.2
7470,Soldier of Fortune,DC,8.7
7471,Championship Motocross 2001 Featuring Ricky Carmichael,PS,tbd
7472,Test Drive Off-Road Wide Open,PS2,7.6
7473,Batman: Vengeance,GC,5.8
7474,Fuzion Frenzy,XB,6.8
7475,Batman: Vengeance,XB,5.4
7476,Steel Soldiers,PC,tbd
7477,Okage: Shadow King,PS2,8.5
7478,ESPN Final Round Golf 2002,GBA,tbd
7479,Echelon,PC,6.8
7480,Zax: The Alien Hunter,PC,7
7481,Confidential Mission,DC,8.2
7482,MXRider,PS2,7.3
7483,Crazy Taxi,GC,7.4
7484,Trade Empires,PC,7.2
7485,Sudden Strike,PC,7.6
7486,4x4 EVO 2,PC,7.4
7487,Prehistorik Man,GBA,tbd
7488,NASCAR Thunder 2002,PS,6.9
7489,Castlevania Chronicles,PS,6.5
7490,Leadfoot,PC,7.6
7491,Eurofighter Typhoon,PC,7.2
7492,1nsane,PC,7.6
7493,Oni,PS2,7.5
7494,Ultima Online: Third Dawn,PC,tbd
7495,Battlecruiser Millennium,PC,4.6
7496,Batman: Vengeance,GBA,tbd
7497,Unison: Rebels of Rhythm & Dance,PS2,tbd
7498,Dracula: The Last Sanctuary,PC,6.8
7499,Ducati World Racing Challenge,PS,tbd
7500,Ultimate Ride,PC,7
7501,Spider-Man,PC,8.3
7502,Throne of Darkness,PC,8.5
7503,Driven,GBA,tbd
7504,Batman: Vengeance,PS2,6.8
7505,Charge 'N Blast,DC,tbd
7506,Zoo Tycoon 2001,PC,7.7
7507,Vanishing Point,PS,tbd
7508,Iron Aces,DC,tbd
7509,Gadget Racers,PS2,7.4
7510,Planet Monsters,GBA,tbd
7511,F-14 Tomcat,GBA,tbd
7512,Dave Mirra Freestyle BMX: Maximum Remix,PS,8.1
7513,Tsugunai: Atonement,PS2,8.5
7514,NFL Quarterback Club 2002,PS2,7.8
7515,The Simpsons Road Rage,GC,7.7
7516,Tom Clancy's Rainbow Six Rogue Spear: Black Thorn,PC,5.4
7517,Extermination,PS2,7.8
7518,Dark Summit,PS2,tbd
7519,18 Wheeler: American Pro Trucker,DC,7.1
7520,In Cold Blood,PC,7.1
7521,AquaNox,PC,7.7
7522,All-Star Baseball 2002,GC,5.6
7523,Far Gate,PC,tbd
7524,Majestic,PC,7.4
7525,Alone in the Dark: The New Nightmare,PC,7.7
7526,Crash Bandicoot: The Wrath of Cortex,PS2,7.2
7527,The Bouncer,PS2,8
7528,WinBack: Covert Operations,PS2,7.7
7529,Cel Damage,XB,8.4
7530,Mad Dash Racing,XB,7.4
7531,Star Trek: Armada II,PC,7.7
7532,Stupid Invaders,PC,7.3
7533,X-COM: Enforcer,PC,6.6
7534,Vampire Night,PS2,7.8
7535,Dexter's Laboratory: Deesaster Strikes!,GBA,7.3
7536,NBA Hoopz,DC,tbd
7537,Harry Potter and the Sorcerer's Stone,PC,7.7
7538,Stretch Panic,PS2,7.8
7539,Off-Road Redneck Racing,PC,tbd
7540,Mega Man X6,PS,6.8
7541,ESPN NFL PrimeTime 2002,PS2,tbd
7542,Tetris Worlds,GBA,tbd
7543,S.W.I.N.E.,PC,8
7544,Tennis Masters Series,PC,7.5
7545,"Monsters, Inc. Scream Team",PS,6.9
7546,Thunderstrike: Operation Phoenix,PS2,8.1
7547,Silent Scope 2: Dark Silhouette,PS2,tbd
7548,Heroes of Might and Magic: Quest for the Dragon Bone Staff,PS2,5.8
7549,Shaun Palmer's Pro Snowboarder,PS2,8.7
7550,Star Trek Away Team,PC,6.7
7551,Fur Fighters: Viggo's Revenge,PS2,7.3
7552,Harry Potter and the Sorcerer's Stone,GBA,7.9
7553,Sports Jam,DC,tbd
7554,Disney's Extreme Skate Adventure,GC,7.6
7555,MLB Slugfest 20-04,XB,tbd
7556,Disney's Extreme Skate Adventure,XB,8.3
7557,.hack//Mutation Part 2,PS2,8.5
7558,Dominions II: The Ascension Wars,PC,7.2
7559,American Conquest,PC,8.2
7560,Rayman 3: Hoodlum Havoc,PS2,8.8
7561,Battle Engine Aquila,XB,tbd
7562,V-Rally 3,XB,tbd
7563,Manhunt,PS2,8.3
7564,Midtown Madness 3,XB,8
7565,Grand Prix Challenge,PS2,8.3
7566,Star Wars Jedi Knight: Jedi Academy,XB,8.6
7567,Midway Arcade Treasures,PS2,8
7568,Lufia: The Ruins of Lore,GBA,8.3
7569,Patrician III: Rise of the Hanse,PC,8.7
7570,Space Colony,PC,7.5
7571,Tropico 2: Pirate Cove,PC,7.6
7572,Dragon Ball Z: The Legacy of Goku II,GBA,8.4
7573,Rayman 3: Hoodlum Havoc,XB,8.5
7574,Buffy the Vampire Slayer: Chaos Bleeds,GC,8.4
7575,.hack//Infection Part 1,PS2,8.3
7576,Unreal II: The Awakening,PC,6.5
7577,Legacy of Kain: Defiance,PS2,8.8
7578,kill.switch,XB,8
7579,Star Wars Rogue Squadron III: Rebel Strike,GC,7.5
7580,Savage: The Battle for Newerth,PC,8.1
7581,Shadowbane,PC,7.5
7582,I-Ninja,XB,8.4
7583,Dark Age of Camelot: Trials of Atlantis,PC,7.6
7584,Monster Truck Madness,GBA,tbd
7585,The Lost Vikings,GBA,8.8
7586,Crash Bandicoot 2: N-Tranced,GBA,7.8
7587,Jurassic Park: Operation Genesis,PS2,8.8
7588,Hidden & Dangerous 2,PC,8.8
7589,Dynasty Warriors 4,XB,8.8
7590,Mortal Kombat: Tournament Edition,GBA,8.1
7591,Double Dragon Advance,GBA,8.4
7592,Prince of Persia: The Sands of Time,GBA,8.8
7593,Red Faction II,XB,5.6
7594,XIII,XB,8.1
7595,Vietcong 2003,PC,8.7
7596,Runaway: A Road Adventure,PC,7.7
7597,Legacy of Kain: Defiance,XB,7.9
7598,Magic Pengel: The Quest for Color,PS2,7.5
7599,EverQuest Online Adventures,PS2,8.2
7600,Blitzkrieg,PC,8.2
7601,Rayman 3: Hoodlum Havoc,PC,8.2
7602,1503 A.D. - The New World,PC,7.6
7603,Apex,XB,7.9
7604,Jet Grind Radio,GBA,8
7605,Pro Race Driver,PC,7.4
7606,Midway Arcade Treasures,XB,tbd
7607,Hulk,PC,6.5
7608,GT Advance 3: Pro Concept Racing,GBA,8.8
7609,Counter-Strike,XB,7.7
7610,Law & Order II: Double or Nothing,PC,6
7611,NFL Fever 2004,XB,8.8
7612,All-Star Baseball 2004,XB,8.4
7613,Dead or Alive Xtreme Beach Volleyball,XB,7.7
7614,XIII,GC,7.6
7615,1080: Avalanche,GC,7.9
7616,James Bond 007: Everything or Nothing,GBA,8.3
7617,Voodoo Vince,XB,7.8
7618,Indiana Jones and the Emperor's Tomb,XB,8.7
7619,kill.switch,PS2,8.2
7620,Pride FC: Fighting Championships,PS2,8.7
7621,XIII,PS2,8.5
7622,Buffy the Vampire Slayer: Chaos Bleeds,XB,7.8
7623,I-Ninja,PS2,8.4
7624,Dungeon Siege: Legends of Aranna,PC,7.7
7625,NFL Blitz Pro,PS2,8.5
7626,Lethal Skies II,PS2,tbd
7627,Drome Racers,GBA,tbd
7628,Bandits: Phoenix Rising,PC,7.4
7629,Battle Engine Aquila,PS2,7.8
7630,Primal,PS2,8.7
7631,Max Payne 2: The Fall of Max Payne,PS2,8.2
7632,Warlords IV: Heroes of Etheria,PC,7.4
7633,Indiana Jones and the Emperor's Tomb,PC,7.7
7634,All-Star Baseball 2004 featuring Derek Jeter,GBA,tbd
7635,Midway Arcade Treasures,GC,8
7636,Medal of Honor: Allied Assault - Breakthrough,PC,6.5
7637,Buffy the Vampire Slayer: Chaos Bleeds,PS2,8.9
7638,X2: Wolverine's Revenge,GBA,7.2
7639,The Getaway,PS2,6.8
7640,Commandos 3: Destination Berlin,PC,7.6
7641,Magic: The Gathering - Battlegrounds,XB,8.4
7642,Sword of Mana,GBA,8.3
7643,Disciples II: Guardians of the Light,PC,8
7644,Secret Weapons Over Normandy,PC,7.6
7645,Syberia,XB,7
7646,Dynasty Warriors 4: Xtreme Legends,PS2,8.3
7647,Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel,GBA,8.8
7648,Riddle of the Sphinx 2: The Omega Stone,PC,6.9
7649,Summoner: A Goddess Reborn,GC,7.8
7650,Hamtaro: Ham Ham Heartbreak,GBA,8.7
7651,Dynasty Warriors 3: Xtreme Legends,PS2,8.5
7652,Banjo-Kazooie: Grunty's Revenge,GBA,7.9
7653,IndyCar Series,PC,7.7
7654,Tacoma,PC,6.4
7655,The LEGO NINJAGO Movie Video Game,XOne,7.2
7656,Torment: Tides of Numenera,PS4,6.8
7657,Cosmic Star Heroine,PS4,7.3
7658,Secret World Legends,PC,5.1
7659,2064: Read Only Memories,PS4,3.3
7660,The Elder Scrolls Online: Morrowind,XOne,5.6
7661,Old Man's Journey,PC,6.3
7662,The Disney Afternoon Collection,XOne,5
7663,Hob,PC,7.3
7664,Master X Master,PC,7.7
7665,Chime Sharp,PS4,2.9
7666,The Escapists 2,PS4,7
7667,For Honor,PC,5.3
7668,L.A. Noire,PS4,8
7669,Syberia,NS,7.4
7670,Chaos Child ,PS4,6.8
7671,Battlefield 1: They Shall Not Pass,PC,4.9
7672,ACA NeoGeo: Metal Slug 3,NS,7.6
7673,Call of Duty: Infinite Warfare - Sabotage,PS4,1.8
7674,WindJammers,PS4,7.3
7675,Masquerada: Songs and Shadows,PS4,tbd
7676,Nioh: Dragon of the North,PS4,7.4
7677,Flinthook,PS4,7.2
7678,Momodora: Reverie Under the Moonlight,PS4,7.2
7679,The Golf Club 2,PS4,6.5
7680,Ever Oasis,3DS,8.1
7681,The Long Dark,XOne,7.6
7682,Mighty Gunvolt Burst,NS,7.8
7683,LawBreakers,PS4,5.8
7684,Tom Clancy's Ghost Recon: Wildlands,XOne,6.6
7685,Embers of Mirrim,NS,6.6
7686,The Evil Within 2,PS4,8.7
7687,Outlast 2,PC,6.4
7688,Gigantic,PC,8.4
7689,Bulletstorm: Full Clip Edition,PC,6.8
7690,Victor Vran: Overkill Edition,PS4,7
7691,The Flame in the Flood: Complete Edition,PS4,5.6
7692,JYDGE,PS4,5.7
7693,Future Unfolding,PC,6.8
7694,Battlestar Galactica Deadlock,PS4,tbd
7695,Serious Sam's Bogus Detour,PC,7.7
7696,Full Throttle Remastered,PS4,7.3
7697,Mass Effect: Andromeda,XOne,4.9
7698,Crawl,XOne,7.8
7699,Wulverblade,NS,7.9
7700,Diablo III: Rise of the Necromancer,PC,4.8
7701,Lego Marvel Super Heroes 2,NS,7.2
7702,Floor Kids,NS,7.4
7703,.hack//G.U. Last Recode,PS4,7.8
7704,Redout,XOne,8.2
7705,Unit 4,XOne,7.2
7706,The Mummy Demastered,PS4,7
7707,Infinite Minigolf,PS4,7
7708,Dragon Ball: Xenoverse 2,NS,8.2
7709,Resident Evil 7: biohazard - Banned Footage Vol. 1,PS4,5
7710,Rick and Morty: Virtual Rick-ality,PC,5.9
7711,SUPERHOT VR,PS4,7.2
7712,Resident Evil 7: biohazard - End of Zoe,PS4,7.3
7713,NHL 18,PS4,3.4
7714,Just Dance 2018,PS4,6
7715,Middle-earth: Shadow of War,PC,3.2
7716,Last Day of June,PC,7.7
7717,The Mummy Demastered,NS,7.3
7718,A Rose in the Twilight,PSV,7.9
7719,Absolver,PC,6
7720,Gran Turismo Sport,PS4,6
7721,The Long Dark,PS4,7.1
7722,Bulletstorm: Full Clip Edition,PS4,7.1
7723,Yooka-Laylee,NS,7.5
7724,Graceful Explosion Machine,PS4,tbd
7725,Bulb Boy,NS,7.4
7726,Stars in Shadow,PC,7.7
7727,Last Day of June,PS4,7.2
7728,Ken Follett's The Pillars of the Earth,PS4,7.2
7729,Utawarerumono: Mask of Truth,PS4,7.6
7730,Late Shift,XOne,6.8
7731,The Elder Scrolls Online: Morrowind,PS4,6
7732,Ruiner,PC,7.4
7733,Get Even,PC,7.7
7734,I Am Setsuna,NS,7.5
7735,Star Trek: Bridge Crew,PS4,7.1
7736,Tokyo Xanadu eX+,PS4,7.2
7737,Table Top Racing: World Tour,XOne,5.6
7738,Attentat 1942,PC,6.8
7739,The Darkside Detective,PC,7.3
7740,The Escapists 2,PC,8
7741,Ode,PC,7.1
7742,Chime Sharp,XOne,1.7
7743,Metrico+,XOne,tbd
7744,Battle Chasers: Nightwar,PS4,6.6
7745,Dungeons 3,PC,7.7
7746,Bomber Crew,PC,7.1
7747,Bleed,NS,7.2
7748,The Flame in the Flood,NS,7.5
7749,Life is Strange: Before the Storm - Episode 3: Hell is Empty,PC,6.6
7750,Tokyo Xanadu,PSV,7.9
7751,Sundered,PC,7.7
7752,The Walking Dead: The Telltale Series - A New Frontier Episode 3: Above the Law,PC,6.3
7753,Portal Knights,NS,7.2
7754,Nom Nom Galaxy,PC,6.8
7755,The LEGO Movie Videogame,PC,6.8
7756,Runers,PC,6.9
7757,Strike Suit Zero: Director's Cut,PS4,6.4
7758,Gauntlet 2014,PC,7.1
7759,Men of War: Assault Squad 2,PC,6.2
7760,"Warhammer 40,000: Armageddon",PC,6.6
7761,Costume Quest 2,PC,7.5
7762,Neverending Nightmares,PC,7.1
7763,Pure Pool,XOne,7.9
7764,Arcana Heart 3: LOVEMAX!!!!!,PS3,7.1
7765,SPACECOM,PC,7.6
7766,Picross e4,3DS,tbd
7767,A Golden Wake,PC,6
7768,Fable Anniversary,X360,6.8
7769,The Evil Within,PC,6.1
7770,Tesla Effect: A Tex Murphy Adventure,PC,8.5
7771,Rollers of the Realm,PC,7.4
7772,Dead Nation,PSV,7.9
7773,MXGP: The Official Motocross Videogame,X360,6.2
7774,The Witcher Adventure Game,PC,5.9
7775,Tennis in the Face,PS4,4.9
7776,Munin,PC,6.8
7777,Lords of the Fallen,PS4,6.5
7778,Ancient Space,PC,7.4
7779,Tetris Ultimate,3DS,4
7780,Sword Art Online: Hollow Fragment,PSV,7.6
7781,Monster Monpiece,PSV,7.7
7782,Senran Kagura Shinovi Versus,PSV,7.8
7783,Phantom Breaker: Battle Grounds,PSV,6.6
7784,Train Fever,PC,6.9
7785,Deception IV: Blood Ties,PSV,7.5
7786,MXGP: The Official Motocross Videogame,PS3,6.8
7787,SpinTires,PC,7.7
7788,Sniper Elite III,PS4,6.9
7789,NASCAR '14,PS3,5
7790,Magical Beat,PSV,6.3
7791,Strike Suit Zero: Director's Cut,XOne,5.6
7792,Ar nosurge: Ode to an Unborn Star,PS3,7.9
7793,Pro Cycling Manager Season 2014: Le Tour de France,PC,6.5
7794,Thief,PS4,6.2
7795,CounterSpy,PS4,6.7
7796,Football Manager Classic 2014,PSV,7.3
7797,Platformines,PC,7
7798,Silence of the Sleep,PC,7.7
7799,Age of Mythology: Extended Edition,PC,7
7800,Among the Sleep,PC,7.5
7801,Sparkle 2,PS4,5.7
7802,BlazeRush,PC,8.5
7803,Kirby Fighters Deluxe,3DS,7.3
7804,AiRace Xeno,3DS,tbd
7805,King Oddball,PSV,6
7806,Pac-Man Museum,PS3,6.5
7807,Dragon Ball Z: Battle of Z,PSV,7.4
7808,KickBeat: Steam Edition,PC,7.4
7809,The Last Tinker: City of Colors,PS4,6
7810,Lightning Returns: Final Fantasy XIII,PS3,6
7811,The Golf Club,PS4,6.4
7812,MXGP: The Official Motocross Videogame,PS4,6.2
7813,CONSORTIUM,PC,7.6
7814,Assassin's Creed Liberation HD,PC,5.7
7815,A Bird Story,PC,7
7816,Never Alone,XOne,7
7817,One Piece: Unlimited World Red,WiiU,7.9
7818,Flockers,PC,5.3
7819,Destiny of Spirits,PSV,7
7820,NaissanceE,PC,7
7821,Concursion,PC,7.5
7822,Nintendo Pocket Football Club,3DS,7.4
7823,Stronghold: Crusader II,PC,6.1
7824,Elegy for a Dead World,PC,6
7825,Memento Mori 2,PC,7.5
7826,Call of Duty: Ghosts - Onslaught,XOne,4.1
7827,Flockers,XOne,4.9
7828,Sunset Overdrive and the Mystery of the Mooil Rig!,XOne,7.5
7829,Unrest,PC,5.8
7830,Futuridium EP Deluxe,PSV,6.7
7831,Risen 3: Titan Lords,PC,5.7
7832,Tears to Tiara II: Heir of the Overlord,PS3,8.6
7833,Dedede's Drum Dash Deluxe,3DS,7.7
7834,How to Survive: Storm Warning Edition,PS4,6.3
7835,Depth,PC,7.7
7836,Fairy Fencer F,PS3,7.4
7837,Yoshi's New Island,3DS,6.3
7838,Dynasty Warriors: Gundam Reborn,PS3,7.5
7839,F1 2014,X360,4
7840,The Impossible Game,PC,7.4
7841,Farming Simulator 15,PC,7.3
7842,The Golf Club,XOne,5.3
7843,Secret Ponchos,PS4,6.6
7844,King Oddball,PS4,4.6
7845,Borderlands 2,PSV,7.7
7846,Crimsonland,PS4,6.2
7847,Akiba's Trip: Undead & Undressed,PSV,7.3
7848,Abyss Odyssey,X360,6.5
7849,Whispering Willows,PC,7.1
7850,Chronology,PC,6.8
7851,Pac-Man Museum,X360,tbd
7852,Jet Car Stunts,PSV,6.3
7853,Tappingo,3DS,6.4
7854,HAWKEN,PC,7.7
7855,Worms Revolution,PC,6.7
7856,Zumba Fitness Rush,X360,6.2
7857,Unstoppable Gorg,PC,6.7
7858,Scribblenauts Unlimited,3DS,7.7
7859,Warp,X360,7.4
7860,Zone of the Enders HD Collection,PS3,7.9
7861,War of the Roses,PC,5.8
7862,Ridge Racer Unbounded,PS3,6
7863,Derrick the Deathfin,PS3,8.1
7864,Battlefield 3: Close Quarters,X360,5.5
7865,Sherlock Holmes vs. Jack the Ripper,PC,7.7
7866,Marvel vs. Capcom Origins,PS3,7.8
7867,Order Up!!,3DS,6.5
7868,Ridge Racer Unbounded,PC,6.2
7869,NASCAR The Game: Inside Line,X360,3.4
7870,The Journey Down: Chapter One,PC,7.5
7871,Cognition: An Erica Reed Thriller Episode 1 - The Hangman,PC,6.8
7872,Underrail,PC,7.4
7873,A New Beginning: Final Cut,PC,6.8
7874,Rayman 3 HD,PS3,6.4
7875,Pid,X360,8.3
7876,X-Men Origins: Wolverine,PS3,7.8
7877,Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,7.7
7878,Marvel: Ultimate Alliance 2,X360,7.3
7879,"Wallace & Gromit's Grand Adventures, Episode 1: Fright of the Bumblebees",X360,7.9
7880,Neverwinter Nights 2: Mysteries of Westgate,PC,7.3
7881,Ceville,PC,7.6
7882,DiRT 2,DS,tbd
