x,y,Name,Genre,Critic_Score,User_Score,Global_Sales,Year
0.52668075441641,-0.4506892514093073,Age of Empires III,Strategy,8.3,7.7,0.37,2005.0
-0.928812602018201,0.41544117923973295,Shin Megami Tensei IV: Apocalypse,Role-Playing,8.1,5.0,0.37,2016.0
-0.9489879716774289,0.19759906131974195,Dungeon Siege III,Role-Playing,7.2,5.9,0.37,2011.0
0.3900265242054006,-0.21085360829389518,Need for Speed: Hot Pursuit,Racing,8.9,6.8,0.37,2010.0
-0.04611940403454695,-0.34584164592387634,Virtua Tennis 2009,Sports,7.3,7.6,0.37,2009.0
0.3586426158466006,-0.5497191250583259,Pac-Man World 2,Platform,7.5,8.2,0.37,2002.0
0.27202321118575673,-0.3414193367769425,Tomb Raider: Legend,Action,8.1,7.4,0.37,2006.0
-0.05284452725428928,-0.4184556852305403,Overlord: Dark Legend,Adventure,7.0,7.9,0.37,2009.0
-0.9011948538671787,0.1418585267168263,The Legend of Spyro: A New Beginning,Platform,7.1,6.1,0.37,2006.0
1.1293403687583032,-0.8049148296487573,Dawn of Discovery,Simulation,8.4,8.8,0.37,2009.0
-0.9855725507881086,0.37436299476709756,Rage,Shooter,7.8,5.2,0.37,2011.0
-1.3530327362865255,-0.16256226929537018,Harry Potter and the Order of the Phoenix,Adventure,4.8,7.6,0.37,2007.0
-0.1439473473949621,-0.2585652564869323,NFL Street 2 Unleashed,Sports,7.4,7.3,0.37,2005.0
0.3108494980363502,-0.49397859045540987,Mini Ninjas,Action,7.6,8.0,0.37,2009.0
-0.009534824923866776,-0.5226055793712322,Fragile Dreams: Farewell Ruins of the Moon,Role-Playing,6.7,8.3,0.37,2010.0
-0.14843076287479062,-0.3069746160247081,The House of the Dead: Overkill - Extended Cut,Shooter,7.2,7.5,0.37,2011.0
0.9792358921078081,-0.7103072651466726,Elite Beat Agents,Misc,8.4,8.5,0.37,2006.0
-0.6211612702254172,-0.26519872020733354,Wanted: Weapons of Fate,Shooter,6.2,7.6,0.37,2009.0
0.8179228767577419,-0.7367230994890277,Xenosaga Episode III: Also sprach Zarathustra,Role-Playing,7.9,8.7,0.37,2006.0
0.4811293443460734,-0.3707440370375033,Marvel: Ultimate Alliance,Role-Playing,8.5,7.4,0.37,2006.0
0.8746828255276493,-0.6956449150163919,Castlevania: Order of Ecclesia,Platform,8.2,8.5,0.37,2008.0
0.26081467248618545,-0.46244273562138183,NCAA Football 07,Sports,7.6,7.9,0.37,2006.0
-1.2295478384116512,0.03740949727392377,GoldenEye: Rogue Agent,Shooter,5.9,6.7,0.36,2004.0
0.10049982651152131,-0.4678618914152654,Dragon Ball Z: Attack of the Saiyans,Role-Playing,7.2,8.0,0.36,2009.0
0.4866109292013037,-0.3013379989512563,F1 2012,Racing,8.8,7.1,0.36,2012.0
