,Rank,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Global_Sales,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year
9041,9042,Elite: Dangerous,Simulation,T,PS4,Frontier Developments,Frontier Developments,0.0,0.0,0.19,0.06,0.1,0.0,0.03,2017.0
9042,9043,Namco Museum Megamix,Misc,E,Wii,Namco Bandai,Namco Bandai Games America,0.0,0.0,0.19,0.17,0.0,0.0,0.02,2010.0
9044,9045,Stronghold 3,Strategy,T,PC,SouthPeak Interactive,FireFly Studios,4.1,0.0,0.19,0.06,0.13,0.0,0.0,2011.0
9045,9046,Schlag den Raab,Misc,NP,Wii,Namco Bandai,Namco Bandai Games,0.0,0.0,0.19,0.0,0.17,0.0,0.02,2010.0
9046,9047,Singstar: Ultimate Party,Music,NP,PS4,Sony Computer Entertainment,London Studios,0.0,0.0,0.19,0.0,0.16,0.0,0.03,2014.0
9048,9049,Spider-Man: Shattered Dimensions,Action,E10,DS,Activision,Beenox Studios,0.0,0.0,0.19,0.17,0.01,0.0,0.01,2010.0
9049,9050,GunGriffon,Simulation,T,SAT,Sega,Game Arts,0.0,0.0,0.19,0.0,0.0,0.19,0.0,1996.0
9050,9051,Kuma-Tomo,Simulation,NP,3DS,Namco Bandai Games,Namco Bandai Games,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2013.0
9051,9052,SingStar Pop Vol.2,Misc,T,PS2,Sony Computer Entertainment,Sony Computer Entertainment America,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2008.0
9052,9053,SNK Arcade Classics Vol. 1,Misc,T,PS2,SNK Playmore,Terminal Reality,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2008.0
9053,9054,Darkstalkers 3,Fighting,T,PS,Capcom,Capcom,0.0,0.0,0.19,0.11,0.07,0.0,0.01,1998.0
9054,9055,Phantasy Star Nova,Misc,NP,PSV,Sega,Unknown,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2014.0
9055,9056,Chaotic: Shadow Warriors,Action,E10,Wii,Activision,Activision,0.0,0.0,0.19,0.18,0.0,0.0,0.01,2009.0
9056,9057,Frequency,Misc,E,PS2,Sony Computer Entertainment,Harmonix Music Systems,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2001.0
9057,9058,Tomb Raider: Underworld,Adventure,T,DS,Eidos Interactive,Santa Cruz Games,0.0,0.0,0.19,0.15,0.02,0.0,0.01,2008.0
9058,9059,Inazuma Eleven Strikers 2012 Xtreme,Sports,NP,Wii,Level 5,Level 5,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2011.0
9059,9060,The Polar Express,Adventure,E,GBA,THQ,Tantalus Interactive,0.0,0.0,0.19,0.14,0.05,0.0,0.0,2004.0
9060,9061,Project X Zone 2,Role-Playing,T,3DS,Namco Bandai Games,Monolith Soft,6.6,0.0,0.19,0.06,0.04,0.09,0.01,2016.0
9061,9062,Silent Hill HD Collection,Action,M,X360,Konami Digital Entertainment,Konami,0.0,0.0,0.19,0.11,0.06,0.01,0.02,2012.0
9062,9063,NBA Live 19,Sports,NP,PS4,Electronic Arts,EA Tiburon,0.0,0.0,0.19,0.15,0.0,0.0,0.04,2018.0
9063,9064,Arc Rise Fantasia,Role-Playing,T,Wii,Ignition Entertainment,imageepoch Inc.,6.3,0.0,0.19,0.12,0.0,0.06,0.01,2010.0
9064,9065,2002 FIFA World Cup,Sports,E,XB,EA Sports,EA Canada,0.0,0.0,0.19,0.14,0.04,0.0,0.01,2002.0
9065,9066,Captain Toad: Treasure Tracker,Puzzle,E,3DS,Nintendo,Nintendo EPD,8.5,0.0,0.19,0.06,0.04,0.08,0.01,2018.0
9066,9067,Heavy Fire: Afghanistan,Shooter,T,PS3,Mastiff,Teyon Entertainment,0.0,0.0,0.19,0.17,0.0,0.0,0.03,2011.0
9067,9068,Jampack: Summer 2003 (RP-T),Misc,T,PS2,Sony Computer Entertainment,Sony Computer Entertainment America,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2003.0
9068,9069,Arcade Shooting Gallery,Shooter,E10,Wii,Zoo Games,CyberPlanet Interactive,0.0,0.0,0.19,0.18,0.0,0.0,0.01,2008.0
9069,9070,IL-2 Sturmovik: Birds of Prey,Simulation,T,PSP,505 Games,SME Dynamic Systems Limited,6.4,0.0,0.19,0.08,0.07,0.0,0.04,2009.0
9070,9071,Mystery Tales of Time Travel,Puzzle,E,DS,O-Games,Most Wanted Entertainment,0.0,0.0,0.19,0.01,0.15,0.0,0.02,2010.0
9071,9072,LEGO Marvel's Avengers,Action,E10,PSV,Warner Bros. Interactive Entertainment,TT Fusion,0.0,0.0,0.19,0.03,0.12,0.0,0.04,2016.0
9072,9073,Dengeki Bunko Fighting Climax,Fighting,NP,PS3,Sega,Sega,0.0,0.0,0.19,0.07,0.0,0.1,0.02,2015.0
9073,9074,Frogger's Adventures 2: The Lost Wand,Adventure,E,GBA,Konami,Konami,8.0,0.0,0.19,0.14,0.05,0.0,0.0,2002.0
9074,9075,Sudeki,Role-Playing,M,XB,Microsoft Game Studios,Climax Group,0.0,0.0,0.19,0.14,0.04,0.0,0.01,2004.0
9075,9076,Ice Age: Dawn of the Dinosaurs,Platform,E10,PS3,Activision,Eurocom Entertainment Software,6.6,0.0,0.19,0.13,0.04,0.0,0.02,2009.0
9076,9077,"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",Adventure,NP,PSP,Sony Computer Entertainment,Millennium Kitchen,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2009.0
9077,9078,AeroFighters Assault,Action,E,N64,Victory Lap Games,Paradigm Entertainment,5.4,0.0,0.19,0.15,0.04,0.0,0.0,1997.0
9078,9079,Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),Sports,NP,N64,Imagineer,Genki,0.0,0.0,0.19,0.0,0.0,0.19,0.0,1996.0
9079,9080,Hexen,Shooter,M,N64,GT Interactive,Software Creations,4.4,0.0,0.19,0.15,0.04,0.0,0.0,1997.0
9081,9082,Mace: The Dark Age,Fighting,M,N64,Midway Games,Atari,7.1,0.0,0.19,0.15,0.04,0.0,0.0,1997.0
9083,9084,Puyo Puyo Sun 64,Puzzle,NP,N64,Compile,Compile,0.0,0.0,0.19,0.0,0.0,0.16,0.03,1997.0
9084,9085,Quake,Shooter,M,N64,Midway Games,Midway Studios San Diego,0.0,0.0,0.19,0.15,0.04,0.0,0.0,1998.0
9085,9086,Sesame Street: Elmo's Number Journey,Misc,EC,N64,NewKidCo,Realtime Associates,0.0,0.0,0.19,0.15,0.04,0.0,0.0,1999.0
9087,9088,Tottadoo! Yoiko no Mujintou Seikatsu,Adventure,NP,DS,Namco Bandai,Bandai Namco Games,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2008.0
9088,9089,Teenage Mutant Ninja Turtles 2: Battle Nexus,Action,T,GC,Konami,Konami,5.0,0.0,0.19,0.15,0.04,0.0,0.01,2004.0
9089,9090,Barbie Horse Adventures: Riding Camp,Sports,E,PS2,Activision,Pixel Tales,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2008.0
9090,9091,SSX Tricky,Sports,E,GBA,EA Sports BIG,Visual Impact,0.0,0.0,0.19,0.14,0.05,0.0,0.0,2002.0
9091,9092,Air Conflicts: Secret Wars,Simulation,T,PS3,Kalypso,Games Farm,0.0,0.0,0.19,0.1,0.06,0.0,0.03,2011.0
9092,9093,Kenka Banchou 4: Ichinen Sensou,Action,NP,PSP,Spike,Spike,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2010.0
9093,9094,Transformers: Prime,Fighting,E10,3DS,Activision,Now Production,0.0,0.0,0.19,0.14,0.03,0.0,0.02,2012.0
9094,9095,NBA 2K11,Sports,E,PC,2K Sports,Visual Concepts,0.0,0.0,0.19,0.18,0.0,0.0,0.01,2010.0
9095,9096,Dead Space 3,Shooter,NP,PC,Electronic Arts,Visceral Games,0.0,0.0,0.19,0.02,0.16,0.0,0.01,2013.0
9096,9097,Warhammer: Shadow of the Horned Rat,Strategy,E,PS,SSI,Games Workshop,0.0,0.0,0.19,0.11,0.07,0.0,0.01,1996.0
9097,9098,50 Cent: Blood on the Sand,Shooter,M,PS3,THQ,Swordfish Studios,7.2,0.0,0.19,0.1,0.06,0.01,0.03,2009.0
9099,9100,FaceBreaker,Fighting,T,X360,EA Sports,EA Canada,0.0,0.0,0.19,0.15,0.02,0.0,0.01,2008.0
9100,9101,Pro Yakyuu Team o Tsukurou!,Sports,NP,DS,Sega,Sega,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2008.0
9101,9102,ESPN International Track & Field,Sports,E,PS2,Konami,Konami,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2000.0
9102,9103,Toukiden Kiwami,Action,NP,PS4,Tecmo Koei,Koei Tecmo Games,0.0,0.0,0.19,0.06,0.07,0.03,0.03,2015.0
9104,9105,DanceDanceRevolution,Simulation,E10,PS3,Konami,Konami,0.0,0.0,0.19,0.12,0.05,0.0,0.02,2010.0
9105,9106,Lunar Legend,Role-Playing,E,GBA,Ubisoft,Magic Rings,7.7,0.0,0.19,0.14,0.05,0.0,0.0,2002.0
9106,9107,Conflict: Global Terror,Shooter,M,PS2,2K Games,Pivotal Games,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2005.0
9107,9108,Death Jr.,Platform,T,PSP,Konami,Backbone Entertainment,5.9,0.0,0.19,0.17,0.0,0.0,0.01,2005.0
9108,9109,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,Misc,NP,PS2,D3 Publisher,Bisty,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2006.0
9109,9110,The Walking Dead: Season Two,Misc,NP,PS3,Telltale Games,Unknown,0.0,0.0,0.19,0.09,0.06,0.0,0.03,2014.0
9110,9111,3rd Super Robot Wars Z Jigoku Hen,Misc,NP,PSV,Namco Bandai Games,Unknown,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2014.0
9111,9112,Cabela's Survival: Shadows of Katmai,Sports,T,PS3,Activision,Activision,0.0,0.0,0.19,0.11,0.05,0.0,0.03,2011.0
9112,9113,Hulk,Action,T,GC,Universal Interactive,Radical Entertainment,7.3,0.0,0.19,0.15,0.04,0.0,0.01,2003.0
9113,9114,Boogie,Misc,E10,PS2,Electronic Arts,"Pipeworks Software, Inc.",0.0,0.0,0.19,0.09,0.07,0.0,0.02,2007.0
9114,9115,Gungrave,Shooter,M,PS2,Sega,"Ikusabune Inc. / Positron Co., Ltd",0.0,0.0,0.19,0.09,0.07,0.0,0.02,2002.0
9115,9116,Transworld Surf,Sports,T,PS2,Atari,Angel Studios,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2002.0
9116,9117,Tenchu: Fatal Shadows,Action,M,PS2,Sega,K2 LLC,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2005.0
9117,9118,Magical ZhuZhu Princess: Carriages & Castles,Simulation,E,DS,Activision,Black Lantern Studios,0.0,0.0,0.19,0.13,0.04,0.0,0.02,2011.0
9119,9120,Jurassic: The Hunted,Shooter,T,PS3,Activision,Activision,0.0,0.0,0.19,0.17,0.0,0.0,0.02,2009.0
9120,9121,Reel Fishing Paradise 3D,Sports,E,3DS,Natsume,Natsume,0.0,0.0,0.19,0.12,0.0,0.06,0.01,2011.0
9121,9122,Fairy Fencer F,Role-Playing,T,PS3,NIS America,Compile Heart,0.0,0.0,0.19,0.05,0.03,0.09,0.02,2014.0
9122,9123,Street Fighter 30th Anniversary Collection,Fighting,T,NS,Capcom,Capcom,8.5,0.0,0.19,0.12,0.04,0.01,0.02,2018.0
9123,9124,The Legend of Spyro: A New Beginning,Platform,E10,GC,Sierra Entertainment,Krome Studios,6.5,0.0,0.19,0.15,0.04,0.0,0.01,2006.0
9124,9125,Fantasia: Music Evolved,Music,E10,XOne,Disney Interactive Studios,Harmonix Music Systems,0.0,0.0,0.19,0.14,0.03,0.0,0.02,2014.0
9125,9126,International Soccer,Sports,NP,2600,Mattel Interactive,Mattel,0.0,0.0,0.19,0.18,0.01,0.0,0.0,1982.0
9126,9127,Armored Core: For Answer,Simulation,T,PS3,Ubisoft,From Software,6.1,0.0,0.19,0.06,0.02,0.1,0.01,2008.0
9127,9128,Princess Maker: Yumemiru Yosei,Strategy,NP,PS,Sony Computer Entertainment,Unknown,0.0,0.0,0.19,0.0,0.0,0.18,0.01,1997.0
9128,9129,Conflict: Denied Ops,Shooter,M,PS3,Eidos Interactive,Pivotal Games,5.2,0.0,0.19,0.05,0.1,0.0,0.03,2008.0
9129,9130,Squeeballs Party,Puzzle,E10,Wii,Aksys Games,Eiconic Games,0.0,0.0,0.19,0.17,0.0,0.0,0.01,2009.0
9130,9131,Where's Waldo? The Fantastic Journey,Adventure,E,Wii,Ubisoft,Classic Media Distribution Limited,0.0,0.0,0.19,0.17,0.0,0.0,0.01,2009.0
9131,9132,Big Air,Sports,E,PS,Accolade,Pitbull Syndicate,0.0,0.0,0.19,0.1,0.07,0.0,0.01,1999.0
9132,9133,Farmtopia,Simulation,E,DS,505 Games,505 Games,0.0,0.0,0.19,0.18,0.0,0.0,0.01,2010.0
9133,9134,Shining Force II,Strategy,NP,GEN,Sega,Camelot Software Planning,9.0,0.0,0.19,0.0,0.0,0.19,0.0,1994.0
9134,9135,Gallop Racer,Sports,E,PS,Tecmo,Tecmo,0.0,0.0,0.19,0.0,0.0,0.18,0.01,1999.0
9135,9136,Harry Potter and the Prisoner of Azkaban,Adventure,E,XB,Electronic Arts,Electronic Arts,0.0,0.0,0.19,0.14,0.04,0.0,0.01,2004.0
9137,9138,Sudoku Gridmaster (JP sales),Puzzle,E,DS,Nintendo,Hudson Soft,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2006.0
9138,9139,Remember Me,Action,M,X360,Capcom,DONTNOD Entertainment,0.0,0.0,0.19,0.11,0.06,0.0,0.02,2013.0
9139,9140,Driver: San Francisco,Racing,T,PC,Ubisoft,Ubisoft Reflections,8.3,0.0,0.19,0.06,0.1,0.0,0.03,2011.0
9140,9141,College Slam,Sports,E,PS,Acclaim Entertainment,Iguana Entertainment,0.0,0.0,0.19,0.1,0.07,0.0,0.01,1996.0
9141,9142,Monsters vs. Aliens,Platform,E10,PS2,Activision,Beenox,0.0,0.0,0.19,0.11,0.0,0.0,0.08,2009.0
9143,9144,How to Train Your Dragon 2,Action-Adventure,E10,Wii,Little Orbit,Torus Games,0.0,0.0,0.19,0.04,0.14,0.0,0.01,2014.0
9144,9145,Creed: Rise to Glory,Sports,NP,PS4,Sony Interactive Entertainment,Survios,0.0,0.0,0.19,0.15,0.0,0.0,0.04,2018.0
9145,9146,God Eater 3,Role-Playing,T,PS4,Bandai Namco Entertainment,Bandai Namco Studios,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2019.0
9146,9147,Pro Evolution Soccer 2014,Sports,E,3DS,Konami Digital Entertainment,Konami,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2013.0
9147,9148,Pro Yakyuu Spirits 4,Sports,NP,PS2,Konami,PawaPuro Production,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2007.0
9148,9149,Risen,Role-Playing,M,X360,Deep Silver,Piranha Bytes,5.9,0.0,0.19,0.07,0.11,0.0,0.01,2010.0
9149,9150,Tamagotchi Party On!,Misc,E,Wii,Namco Bandai,High Horse Entertainment,0.0,0.0,0.19,0.12,0.0,0.06,0.01,2007.0
9150,9151,Beyblade: Metal Fusion - Battle Fortress,Action,E,Wii,Konami,Konami,0.0,0.0,0.19,0.15,0.0,0.03,0.01,2010.0
9152,9153,Daigasso! Band Brothers,Misc,NP,DS,Nintendo,Nintendo R&D2,8.0,0.0,0.19,0.0,0.0,0.19,0.0,2004.0
9153,9154,Family Feud: 2012 Edition,Misc,E10,Wii,Ubisoft,Ubisoft,0.0,0.0,0.19,0.17,0.0,0.0,0.01,2011.0
9154,9155,Rise of the Kasai,Action,M,PS2,Sony Computer Entertainment,BottleRocket Entertainment,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2005.0
9155,9156,Thoroughbred Breeder,Simulation,NP,SNES,Hect,Hector,0.0,0.0,0.19,0.0,0.0,0.19,0.0,1993.0
9156,9157,Momotarou Dentetsu World,Misc,NP,DS,Hudson Soft,Hudson Soft,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2010.0
9157,9158,Nostalgia,Role-Playing,E10,DS,Ignition Entertainment,Matrix Software / RED Entertainment,7.2,0.0,0.19,0.16,0.0,0.02,0.01,2009.0
9158,9159,Dynasty Warriors Gundam,Action,T,X360,Namco Bandai,Omega Force,6.0,0.0,0.19,0.15,0.01,0.02,0.01,2007.0
9160,9161,Rango: The Video Game,Action,E10,PS3,Paramount Digital Entertainment,Behaviour Studios,0.0,0.0,0.19,0.07,0.09,0.0,0.03,2011.0
9161,9162,"Ni Hao, Kai-lan: Super Game Day",Misc,E,Wii,2K Play,High Voltage Software,0.0,0.0,0.19,0.17,0.0,0.0,0.01,2009.0
9162,9163,Chibi-Robo! Park Patrol,Adventure,E,DS,Nintendo,skip Ltd.,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2007.0
9163,9164,Binary Domain,Action,M,X360,Sega,Amusement Vision,0.0,0.0,0.19,0.09,0.07,0.02,0.02,2012.0
9164,9165,Major League Baseball 2K10,Sports,E,PS3,2K Sports,Visual Concepts,7.2,0.0,0.19,0.17,0.0,0.0,0.02,2010.0
9165,9166,Tokyo Xanadu,Role-Playing,T,PSV,Aksys Games,Nihon Falcom Corporation,0.0,0.0,0.19,0.02,0.0,0.16,0.01,2017.0
9166,9167,One Piece: Unlimited Adventure,Adventure,T,Wii,Namco Bandai,Ganbarion,0.0,0.0,0.19,0.07,0.0,0.11,0.01,2008.0
9167,9168,Crash & Spyro Superpack,Platform,E,GBA,Vivendi Games,VU Games,0.0,0.0,0.19,0.13,0.05,0.0,0.0,2005.0
9168,9169,Batman: A Telltale Game Series,Adventure,M,PS4,Telltale Games,Telltale Games,0.0,0.0,0.19,0.09,0.07,0.0,0.03,2016.0
9169,9170,Tekken Tag Tournament 2,Fighting,T,WiiU,Namco Bandai Games,Bandai Namco Games,8.1,0.0,0.19,0.09,0.07,0.01,0.01,2012.0
9171,9172,Mirror's Edge Catalyst,Platform,T,XOne,Electronic Arts,EA DICE,0.0,0.0,0.19,0.11,0.06,0.0,0.02,2016.0
9172,9173,ThunderStrike 2,Simulation,E,PS,Core Design Ltd.,Core Design Ltd.,0.0,0.0,0.19,0.1,0.07,0.0,0.01,1995.0
9175,9176,Pro Yakyuu Spirits 2012,Sports,NP,PS3,Konami Digital Entertainment,Konami,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2012.0
9176,9177,Barbie Horse Adventures: Riding Camp,Sports,E,Wii,Activision,Pixel Tales,0.0,0.0,0.19,0.17,0.0,0.0,0.01,2008.0
9177,9178,Warriors: Legends of Troy,Action,M,PS3,Tecmo Koei,Tecmo Koei Canada,0.0,0.0,0.19,0.06,0.05,0.07,0.02,2011.0
9178,9179,Jeep Thrills,Racing,E,Wii,DSI Games,Game Sauce,0.0,0.0,0.19,0.17,0.0,0.0,0.01,2008.0
9179,9180,Super Real Mahjong P V,Misc,NP,SAT,Seta Corporation,Seta Corporation,0.0,0.0,0.19,0.0,0.0,0.19,0.0,1995.0
9180,9181,The Adventures of Jimmy Neutron Boy Genius: Game Boy Advance Video Volume 1,Misc,NP,GBA,Majesco,Majesco Games,0.0,0.0,0.19,0.13,0.05,0.0,0.0,2004.0
9181,9182,Face Training,Misc,NP,DS,Nintendo,Intelligent Systems,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2010.0
9182,9183,Penguin no Mondai X: Tenkuu no 7 Senshi,Action,NP,DS,Konami,Konami,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2009.0
9183,9184,The Scorpion King: Sword of Osiris,Action,E,GBA,Vivendi Games,WayForward,0.0,0.0,0.19,0.13,0.05,0.0,0.0,2002.0
9184,9185,Bubsy 3D,Platform,E,PS,Accolade,Eidetic,5.8,0.0,0.19,0.1,0.07,0.0,0.01,1996.0
9185,9186,SBK X: Superbike World Championship,Racing,E10,X360,Deep Silver,Milestone S.r.l,0.0,0.0,0.19,0.1,0.07,0.0,0.02,2010.0
9186,9187,Mathews Bowhunting,Sports,T,Wii,Zoo Games,Zoo Games,0.0,0.0,0.19,0.18,0.0,0.0,0.01,2010.0
9187,9188,Earth Defense Force: Insect Armageddon,Shooter,T,X360,D3 Publisher,Vicious Cycle,6.7,0.0,0.19,0.1,0.04,0.03,0.01,2011.0
9188,9189,The Surge,Action,M,PS4,Focus Home Interactive,DECK13 Interactive,0.0,0.0,0.19,0.07,0.08,0.01,0.03,2017.0
9191,9192,NCAA Final Four 2001,Sports,E,PS2,Sony Computer Entertainment,989 Sports,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2000.0
9192,9193,Half-Minute Hero,Role-Playing,E10,PSP,Xseed Games,Opus Studio,8.5,0.0,0.19,0.08,0.02,0.07,0.02,2009.0
9193,9194,Nascar Unleashed,Racing,E,Wii,Activision,Activision,0.0,0.0,0.19,0.17,0.0,0.0,0.02,2011.0
9194,9195,Robin Hood: Defender of the Crown,Strategy,T,PS2,Capcom,Cinemaware,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2003.0
9195,9196,SD Gundam GX,Strategy,NP,SNES,Bandai,Bec,0.0,0.0,0.19,0.0,0.0,0.19,0.0,1994.0
9196,9197,R-Type Final,Shooter,E,PS2,Eidos Interactive,Irem Software Engineering,8.1,0.0,0.19,0.09,0.07,0.0,0.02,2004.0
9197,9198,Saints Row IV,Action,M,PC,Deep Silver,Volition Inc.,0.0,0.0,0.19,0.11,0.06,0.0,0.02,2013.0
9199,9200,GRID: Autosport,Racing,E,PS3,Codemasters,Codemasters,0.0,0.0,0.19,0.05,0.1,0.01,0.03,2014.0
9200,9201,Jackie Chan Adventures: Legend of the Dark Hand,Action,E,GBA,Activision,Torus Games,7.8,0.0,0.19,0.13,0.05,0.0,0.0,2001.0
9201,9202,Bolt,Adventure,E10,PS3,Disney Interactive Studios,Avalanche Software,0.0,0.0,0.19,0.12,0.05,0.0,0.02,2008.0
9202,9203,Shadows of the Damned,Action,M,X360,Electronic Arts,Grasshopper Manufacture,7.6,0.0,0.19,0.1,0.06,0.01,0.02,2011.0
9203,9204,Sega GT 2002,Racing,E,XB,Sega,Wow Entertainment,0.0,0.0,0.19,0.12,0.03,0.03,0.01,2002.0
9204,9205,Ty the Tasmanian Tiger 3: Night of the Quinkan,Action,E10,PS2,Activision,Krome Studios,6.3,0.0,0.19,0.09,0.07,0.0,0.02,2005.0
9205,9206,Disney's Meet the Robinsons,Action,E10,Wii,Disney Interactive Studios,Avalanche Software,0.0,0.0,0.19,0.17,0.0,0.0,0.01,2007.0
9206,9207,Samurai Warriors 2: Empires,Action,T,PS2,KOEI,Omega Force,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2007.0
9207,9208,Blood Omen 2,Action,M,XB,Eidos Interactive,Crystal Dynamics,0.0,0.0,0.19,0.14,0.04,0.0,0.01,2002.0
9208,9209,Saw II: Flesh & Blood,Action,M,PS3,Konami,Zombie Studios,4.2,0.0,0.19,0.1,0.06,0.0,0.02,2010.0
9209,9210,Need for Speed: Shift 2 Unleashed,Racing,E10,PC,Electronic Arts,Slightly Mad Studios,8.6,0.0,0.19,0.05,0.11,0.0,0.03,2011.0
9210,9211,Harry Potter: Quidditch World Cup,Sports,E,XB,Electronic Arts,Electronic Arts,0.0,0.0,0.19,0.14,0.04,0.0,0.01,2003.0
9211,9212,J-League Pro Soccer Club o Tsukurou! 5,Sports,NP,PS2,Sega,Sega,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2007.0
9212,9213,Little Battlers eXperience W,Role-Playing,NP,PSP,Level 5,Level 5,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2012.0
9213,9214,Cabela's Survival: Shadows of Katmai,Sports,T,X360,Activision,Activision,0.0,0.0,0.19,0.14,0.03,0.0,0.01,2011.0
9214,9215,Camping Mama: Outdoor Adventures,Simulation,E,DS,Majesco,Office Create,0.0,0.0,0.19,0.12,0.05,0.0,0.02,2011.0
9215,9216,Daigasso! Band Brothers P,Music,NP,3DS,Nintendo,Nintendo,0.0,0.0,0.19,0.0,0.0,0.19,0.0,2013.0
9216,9217,WWE All Stars,Fighting,T,PSP,THQ,THQ,0.0,0.0,0.19,0.12,0.04,0.0,0.03,2011.0
9217,9218,La Pucelle: Tactics,Role-Playing,T,PS2,Mastiff,Nippon Ichi Software,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2004.0
9218,9219,Hot Wheels: Battle Force 5,Racing,E10,Wii,Activision,Sidhe Interactive,0.0,0.0,0.19,0.17,0.0,0.0,0.01,2009.0
9219,9220,Hidden Mysteries: Vampire Secrets,Adventure,E10,DS,GameMill,Gunnar Games,0.0,0.0,0.19,0.06,0.11,0.0,0.02,2010.0
9220,9221,Battle of Giants: Dinosaurs Strike,Strategy,E10,Wii,Ubisoft,Ubisoft Quebec City,0.0,0.0,0.19,0.14,0.03,0.0,0.01,2010.0
9221,9222,Tiger Woods PGA Tour 07,Sports,E,XB,EA Sports,EA Redwood Shores,7.9,0.0,0.19,0.13,0.05,0.0,0.01,2006.0
9222,9223,Naruto to Boruto: Shinobi Striker,Action,T,XOne,Bandai Namco Games,Soleil Software Studio Inc.,0.0,0.0,0.19,0.17,0.0,0.0,0.02,2018.0
9223,9224,XCOM 2,Strategy,T,XOne,2K Games,Firaxis Games,0.0,0.0,0.19,0.15,0.02,0.0,0.02,2016.0
9224,9225,Star Wars: The Clone Wars & Tetris Worlds,Misc,T,XB,Microsoft,Various,0.0,0.0,0.19,0.14,0.04,0.0,0.01,2003.0
9225,9226,The Bee Game,Adventure,E,DS,Midway Games,Midway,0.0,0.0,0.19,0.17,0.0,0.0,0.01,2007.0
9226,9227,CSI: Fatal Conspiracy,Adventure,M,PS3,Ubisoft,Telltale Games,0.0,0.0,0.19,0.11,0.05,0.0,0.02,2010.0
9227,9228,Happy Cooking,Simulation,E,DS,Ubisoft,MTO,0.0,0.0,0.19,0.17,0.0,0.0,0.01,2008.0
9228,9229,EverQuest Online Adventures: Frontiers,Role-Playing,T,PS2,Sony Online Entertainment,Sony Online Entertainment,0.0,0.0,0.19,0.09,0.07,0.0,0.02,2003.0
9229,9230,F1 2017,Racing,E,XOne,Deep Silver,Codemasters,0.0,0.0,0.19,0.04,0.13,0.0,0.01,2017.0
9230,9231,Imagine: Babyz Fashion,Simulation,E,DS,Ubisoft,Visual Impact,0.0,0.0,0.19,0.17,0.0,0.0,0.01,2009.0
9231,9232,Go Play: Lumberjacks,Simulation,E,Wii,Majesco,Panic Button,0.0,0.0,0.19,0.17,0.0,0.0,0.01,2009.0
9232,9233,Phantasy Star Online Ver. 2,Role-Playing,T,DC,Sega,Sonic Team,8.3,0.0,0.19,0.0,0.0,0.19,0.0,2001.0
9233,9234,Treasures of the Deep,Action,T,PS,Namco,Black Ops Entertainment,0.0,0.0,0.19,0.1,0.07,0.0,0.01,1997.0
9234,9235,Ninja Gaiden 3: Razor's Edge,Action,M,WiiU,Nintendo,Team Ninja,6.5,0.0,0.19,0.14,0.03,0.0,0.02,2012.0
9235,9236,Samurai Warriors: State of War,Action,T,PSP,KOEI,Omega Force,6.5,0.0,0.19,0.07,0.0,0.11,0.01,2006.0
9236,9237,Dragon Blade: Wrath of Fire,Action,T,Wii,D3 Publisher,D3 Publisher,0.0,0.0,0.18,0.17,0.0,0.0,0.01,2007.0
